,title,link,pubDate,description,DateFetched,source
24,2 Delhi Hospitals Receive Bomb Threat Days After Scare At City Schools,https://www.ndtv.com/india-news/2-delhi-hospitals-receive-bomb-threat-email-days-after-similar-scare-at-city-schools-5646479,2024-05-12,"Two hospitals in Delhi received bomb threats this afternoon, days after panic swept the National Capital Region after similar threats went to more than 100 schools. The threat e-mails were sent to Burari Hospital and Sanjay Gandhi Hospital. The Mangolpuri police said no device was found despite an extensive search by them, along with the bomb disposal squad, the fire service and other teams.
Last week, schools at Delhi and Gujarat's Ahmedabad received bomb threats which turned out to be hoax.
The e-mails were sent to 131 schools in Delhi, five in Gurugram, and three in Noida and  Greater Noida on May 2.

Three days later, three schools in Ahmedabad also received threats.
PromotedListen to the latest songs, only on JioSaavn.com
The schools had received the emails from a single IP address, likely masked using a VPN connection, reports said. It is likely they originated from a Russian domain.
The perpetrators had used the Arabic word 'Sawariim', meaning clashing of swords and associated with ISIS propaganda. But investigators have said it is unlikely that the ISIS is involved.",2024-05-12 21:29:44.600480,NDTV
25,"The Reason Aamir Khan Was ""Disturbed"" During The Shoot Of Sarfarosh",https://www.ndtv.com/entertainment/did-you-know-aamir-khan-was-disturbed-while-shooting-sarfarosh-5645637,2024-05-12,"Aamir Khan at the special screening
Aamir Khan's film Sarfarosh completed 25 years on April 30. Directed by John Matthew Matthan, the film also featured Sonali Bendre, Naseeruddin Shah, and Nawazuddin Siddiqui in pivotal roles. To mark the occasion, a special screening was arranged. The event was attended by John, Aamir, Sonali, and Naseeruddin Shah among others. During the screening, Aamir shared something that had disturbed him while shooting for Sarfarosh. “I was really disturbed about one thing while shooting the film. I was in continuity with a couple of films that time. Toh main apne baal chote nahi kar paaya jitna mujhe chota karna tha. Toh woh baat mujhe itni disturb karti thi. Aaj bhi jab main apni film dekhta hu toh mujhe lagta hai ki, ‘Yaar, ye scenes dobara nahi kar sakte?' [I was not able to cut my hair short and this bit disturbed me a lot. Even today when I watch the film, I go, ‘Can't we redo these scenes?'],” the actor was quoted as saying by Pinkvilla.
Ahead of the special screening, Aamir Khan expressed his desire for a sequel to Sarfarosh. He said, “I've been telling John (director) for many years to make Sarfarosh 2. Also, the film ended in such a way that we could make part two of this film. I've told John that if he writes a good story, then we can make a Sarfarosh 2. This time he told me he was trying.""
“I can commit one thing, that we'll definitely give it a really serious shot now, coming up with the right script and the right kind of film for it (part two),"" Aamir Khan added.

PromotedListen to the latest songs, only on JioSaavn.com
Highlighting the significance of the project, Aamir Khan shared, ""Sarfarosh is a very important film for our country and society. It's been one of my favourite films of my career. It's a film that the audience across the world loved. It's a chance for me to thank everyone who liked the film and gave respect and love.”
Released in 1999, Sarfarosh narrates the story of a police officer named Ajay Singh Rathod, who befriends a famous Pakistani singer, Gulfam Hassan. Ajay's life takes an unexpected turn after he uncovers a massive conspiracy while investigating arms smuggling in Rajasthan.",2024-05-12 21:29:44.600480,NDTV
26,"""Salute All Motherly Power"": Rahul Gandhi's Message On Mother's Day",https://www.ndtv.com/india-news/salute-all-motherly-power-rahul-gandhis-message-on-mothers-day-5646433,2024-05-12,"The post also mentioned promises to women made by the Congress in its Lok Sabha manifesto. (File)
In a post on Facebook and Instagram, the Congress leader shared a video featuring one of his interactions with his mother Sonia Gandhi, and several other women during his Bharat Jodo Yatra.
""Mother is a feeling beyond words -- of affection, sacrifice, patience and strength. Today, on the auspicious occasion of Mother's Day, I salute all motherly power,"" he said in the post.
PromotedListen to the latest songs, only on JioSaavn.com
The video also mentioned promises to women made by the Congress in its Lok Sabha manifesto, such as the Mahalaxmi Scheme, which aims to provide Rs 1 lakh annually to ""one woman from poor household"", and reserving 50 per cent of central government jobs for women starting in 2025

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2024-05-12 21:29:44.600480,NDTV
27,Taiwanese Woman Hides Father's Body To Claim His Rs 1.2 Lakh Monthly Pension,https://www.ndtv.com/world-news/taiwanese-woman-hides-fathers-body-to-claim-his-rs-1-2-lakh-monthly-pension-5646391,2024-05-12,"Upon investigation, police found that the man had been dead for a long time.
A woman in Taiwan has been accused of hiding her dead father's body in her home for years to claim his military pension. According to the South China Morning Post, the woman, whose identity has not been revealed, lived with her father for over five decades.
The authorities first got suspicious last November when health officials were denied entry to her home for dengue-prevention measures. As a result, she was fined NT$60,000 (approximately Rs 1.50 lakh)
Her constant refusal to allow government officials into her home raised concerns and prompted police involvement. When officers interrogated the woman regarding her father's whereabouts, she initially claimed he was at a nursing home

When police pressed her further, she changed her story, claiming her brother had taken him to the mainland from their city Kaohsiung. Cops investigated her claim and discovered that the brother had been dead for 50 years, and there was no record that the woman's father had left Taiwan.
The woman then lied again, saying that her father had died on the mainland and, but could not produce his death certificate.
The changing narratives led to the police searching her property and found a black plastic garbage bag containing the bones of an elderly person.
Upon investigation, police found that the man had been dead for a long time. A forensic expert explained that a body typically takes one to two years for a body to decompose into skeletal remains.
Notably, the woman's father had been a military veteran who served for more than 20 years and received a monthly pension according to his rank and service history. Taiwanese military veterans typically receive an average monthly pension of NT$49,379 (approximately Rs 1.27 lakh).
The investigation into the cause of the man's death is ongoing and authorities will determine whether the woman committed a serious crime beyond just hiding her father's body.
Under Taiwanese law, damaging, abandoning, insulting, or stealing a corpse can carry serious penalties, including imprisonment for up to five years. If such a crime involves a direct relative or close family member, the sentence may be increased by 1.5 times.
PromotedListen to the latest songs, only on JioSaavn.com
Meanwhile, the woman is currently undergoing medical treatment while under police supervision.",2024-05-12 21:29:44.600480,NDTV
28,"Mr And Mrs Mahi Trailer: Janhvi Kapoor And Rajkummar Rao's ""Imperfectly Perfect Partnership"" With High Dose Of Cricket",https://www.ndtv.com/entertainment/mr-and-mrs-mahi-trailer-janhvi-kapoor-and-rajkummar-raos-imperfectly-perfect-partnership-with-high-dose-of-cricket-5646339,2024-05-12,"A still from the film. (courtesy: YouTube)
Cricket, love, passion, dream and unfulfilled aspirations - the trailer of Rajkummar Rao And Janhvi Kapoor's MR. & MRS. MAHI will evoke a plethora of emotions. The video begins with a conversation between Rajkummar Rao and Janhvi Kapoor, who are about to get married. While Mahi (Janhvi Kapoor) loves to read Jane Eyre, Emma, her namesake and husband-to-be (Rajkummar Rao) reads Facebook, social media and sales bills. Poles apart Mr and Mrs Mahi have one common ground of interest - cricket. The trailer shows in flashback scenes that Rajkummar Rao's dream of getting selected in the national India team is shattered and he is grappling to come to terms with it.
When Mr. Mahi discovers Mrs Mahi can play cricket, he decides to coach her. Well, Mrs Mahi is a doctor by profession and she doesn't have a desire to be a cricketer. Or does she? What follows is a high dose of drama laden with dream, aspirations and sweat-and-blood of Mr and Mrs Mahi. Check the trailer here:


PromotedListen to the latest songs, only on JioSaavn.com
Sharing the trailer, Rajkummar Rao wrote, ""It's MORE than just a story...it's a journey of self-discovery, defying odds & hitting doubt out of the park when it comes to chasing YOUR dream with an imperfectly perfect partnership."" Take a look:
A post shared by Karan Johar (@karanjohar)
A day ago, Janhvi Kapoor shared new posters from the film. Sharing the posters, she wrote, ""An imperfectly perfect partnership built on dreams! Get ready to cheer for #MrAndMrsMahi as they chase their dreams on the pitch.#MrAndMrsMahi trailer hits the field tomorrow. In cinemas on 31st May, 2024."" Take a look:
A post shared by Janhvi Kapoor (@janhvikapoor)
Directed by Sharan Sharma, who made his debut with Gunjan Saxena: The Kargil Girl, Mr And Mrs Mahi marks the second collaboration between Janhvi Kapoor and Rajkummar Rao. They worked together in the horror comedy Roohi. Originally scheduled for an April release, the sports drama is now slated to hit theatres on May 31, 2024.",2024-05-12 21:29:44.600480,NDTV
29,"Mother's Day 2024: Gauri Khan To Savita Chhibber - ""Evergreen With Every Passing Year""",https://www.ndtv.com/entertainment/mothers-day-2024-gauri-khan-to-savita-chhibber-evergreen-with-every-passing-year-5646079,2024-05-12,"Gauri shared this image. (courtesy: GauriKhan)
On the occasion of Mother's Day, Gauri Khan shared an adorable post for her mother Savita Chhibber. The picture features Savita Chhibber, Gauri's brother Vikrant Chhibber and his wife. In the picture, Savita Chhibber can be seen dressed in a black ensemble. They can be seen smiling for the cameras. Gauri wrote in the caption, ""Evergreen with every passing year .. such an inspiration # happy Mother's Day."" Namrata Shirodkar, a good friend of Gauri Khan, wrote in the comments section, ""Happy happy Mother's Day GK."" Designer Manish Malhotra dropped a series of love emojis in the comments section. Take a look:
A post shared by Gauri Khan (@gaurikhan)
In March, Gauri Khan hosted Ed Sheeran, who had come to India for his second concert, at her residence. Gauri Khan shared images on her Instagram feed. In the first click, Gauri and Ed Sheeran can be seen posing for the cameras. Gauri wore a vibrant blue dress while Ed Sheeran wore a jacket from Aryan Khan's clothing brand D'yavol.X. Gauri shared a video in which Ed Sheeran can be seen playing Thinking Out Loud on guitar for the guests. Gauri shared pictures with friends Farah Khan and Kaajal Anand as well. Sharing the pictures, Gauri Khan wrote in the caption, ""What a pleasure listening to you sing @teddysphotos !!! Thank u for spending the evening with us...(by the way, loving the @dyavol.x jacket on you).Take a look:
A post shared by Gauri Khan (@gaurikhan)
In March, Gauri Khan, Maheep Kapoor, Seema Sajdeh, Bhavana Pandey had a mini reunion at Alanna Panday's baby shower. FYI, Alanna's mother Deanne Pandey is a very good friend of Gauri Khan and others.  In the pictures, the ladies can be seen wearing different shades of blue in accordance with the theme of the party. Sharing the images, Gauri wrote, ""High Tea.....congratulations."" Bhavana Pandey, Seema Sajdeh and Deanne Pandey dropped love emojis in the comments section. Take a look:
A post shared by Gauri Khan (@gaurikhan)
Shah Rukh Khan and Gauri Khan have been married since 1991. The couple have three children together. While their eldest son Aryan has launched a lifestyle luxury collective brand, their daughter Suhana made her debut in  Zoya Akhtar's The Archies last year. Their third child AbRam studies in school.

PromotedListen to the latest songs, only on JioSaavn.com",2024-05-12 21:29:44.600480,NDTV
30,"Mother's Day 2024: Ayushmann Khurrana's Aww-Dorable Post For Mom - ""You've Always Been A Divine Feminine""",https://www.ndtv.com/entertainment/mothers-day-2024-ayushmann-khurrana-aww-dorable-post-for-mom-youve-always-been-a-divine-feminine-5646042,2024-05-12,"Image was shared on Instagram. (Image courtesy:  ayushmannk)
Ayushmann Khurrana's Mother's day post might be the cutest thing on the Internet today. To celebrate the day, the Andhadhun star on Sunday posted a bunch of pictures with his mom Poonam Khurrana on his Instagram feed. Our favourite is however the frame featuring the actor and his younger brother Aparshakti Khurrana kissing their mom on her cheeks. Alongside the pictures, Ayushmann wrote, ""This is our first Mother's Day without papa. But you can be both mama. You've always been a divine feminine. You can also imbibe your masculine. You can be whatever you want to be."" For the unversed, Ayushmann Khurrana's father Astrologer P Khurana passed away last year in Mohali, owing to a prolonged incurable ailment.
PromotedListen to the latest songs, only on JioSaavn.com
Take a look at Ayushmann Khurrana's post for his mom:
A post shared by Ayushmann Khurrana (@ayushmannk)
Following his dad's death, Ayushmann Khurrana had shared a eulogy on social media. He posted pictures of himself along with his mother and brother Aparshakti from his father's prayer meet. Ayushmann Khurrana captioned the post, ""Maa ka khayal rakhna hai aur humesha saath rehna hai. Pita jaisa banne ke liye bahut duur jaana padta hai apne pita se. Pehli baar aisa mehsoos ho raha hai ki papa bahut duur aur bahut qareeb hain humare (Take care of mother and always be with her. To become like father one has to go far away from one's father. For the first time I feel that my father is very far and very near to me). Thank you for your upbringing, love, sense of humour and the most beautiful memories. Jai jai.""
Read Ayushmann Khurrana's post here:
A post shared by Ayushmann Khurrana (@ayushmannk)
Ayushmann Khurrana's filmmaker and author wife Tahira Kashyap also posted a video for her late father-in-law and she wrote in a heartfelt caption, ""Papa, a relationship since I was in high school. I remember all my firsts. The first time I came to your home which had a full filmi family picture. To the first time I used my salary in college to gift you and mama a portrait that I got made from an artist to impress you. The time I struggled to call you papa and then it just didn't leave. The first time I had heard that you were absolutely cool with me not shifting my base after marriage. You respected my family, broke all traditions and let me stay happy. How often do you see that. There have been many firsts. But this first I am about to mention perhaps was the last. Just 2 days back I was going through your things and saw you kept the magazine which had my cover. This was clicked many years back but you treasured it and I never knew. Breaks my heart to not have the hero around to the boy I love the most. I haven't met perhaps never will meet someone like you. I will never forgot your laughter, we'll miss you papa.""
A post shared by tahirakashyapkhurrana (@tahirakashyap)
The news of P Khurana's death was shared by Aparshakti's team in May last year.",2024-05-12 21:29:44.600480,NDTV
31,Richa Chadha Reveals She Tried Gin To Perform Heeramandi Dance Sequence,https://www.ndtv.com/entertainment/richa-chadha-reveals-she-tried-gin-to-perform-heeramandi-dance-sequence-5645863,2024-05-12,"Image instagrammed by Richa. (courtesy: RichaChadha)
Richa Chadha, who plays the character of courtesan Lajjo in Sanjay Leela Bhansali's Heeramandi, revealed that she tried gin to get her drunk dance perfect in the series. Richa also confessed that she doesn't drink at all. Richa told Zoom, ""On the first day, I wasn't getting it, to do the drunk dancing. So, after 30-40 takes, I thought let me have a quarter and see what happens. I did have some gin. I drank a little bit, but it made things worse. I didn't want that lethargy in the body movement, I wanted some of it, maybe the precision can go but I didn't want to let go of the grace."" FYI, Richa AKA Lajjo has an elaborate dance sequence at the wedding ceremony of Nawab Zoravar Ali Khan (played by Adhyayan Suman), whom Lajjo is in love with.
During the same conversation, Richa added, ""I was better off pretending to be drunk than actually getting a little tipsy. It is a technical job, no matter how much I dance, my dress is so heavy, I have to hit that mark, interact. It was fun for me to do.""
PromotedListen to the latest songs, only on JioSaavn.com
Richa and the Heeramandi cast recently appeared on The Great Indian Kapil Show. On the show, Richa revealed she gave 99 retakes to shoot for a song. Richa said, ""Mera jo best day tha, wo mera worst day bhi tha (My best day was also my worst day) My worst day became the best day of the shoot. My score is the highest when it comes to retakes... during the dance sequence. 99. Main century maarte maarte ruki hoon (I stopped just before hitting a century). It's not easy when you are dancing around 200- 300 extras who are watching you and you are failing. But when you overcome that, then it's really a 'Wow, I didn't know I could do this' moment. And that's a great feeling.""

Produced by Bhansali Productions and Prerna Singh with the concept credited to Moin Beg, the series stars Manisha Koirala, Richa Chadha, Aditi Rao Hydari, Sharmin Segal, and Sanjeeda Shaikh, Fardeen Khan, Shekhar Suman, Adhyayan Suman, and Taha Shah.",2024-05-12 21:29:44.600480,NDTV
32,"To Rajveer Deol, Birthday Wishes From Dad Sunny, Uncle Bobby Deol And Others",https://www.ndtv.com/entertainment/to-rajveer-deol-birthday-wishes-from-dad-sunny-uncle-bobby-deol-and-others-5645704,2024-05-12,"Image was shared on Instagram. (Image courtesy: iamsunnydeol)
Rajveer Deol, who made his big Bollywood debut last year alongside Poonam Dhillon's daughter Paloma Dhillon in Dono, rang in his 30th birthday on Sunday with lovely wishes from his dad Sunny, uncle Bobby and older brother Karan Deol. On Sunday, the Gadar star posted a bunch of images on his Instagram feed with the birthday boy. In the pictures, Sunny Deol can be seen loveingly embracing Rajveer. Alongside the pictures, he wrote, ""Happy Birthday my Beta, I love you."" Rajveer's uncle and Animal star Bobby Deol dropped heart emojis below the post.
See what Sunny Deol posted:
A post shared by Sunny Deol (@iamsunnydeol)
Bobby Deol, who impressed fans and critics with his performance in the Sandeep Reddy Vanga directorial Animal last year, also wished the birthday boy on Sunday. He posted a picture with his nephew in which both can be seen twinning in black and wrote, ""Happy birthday Rajveer beta love you.""
Take a look Bobby Deol's post for his nephew:
A post shared by Bobby Deol (@iambobbydeol)
Rajveer's older brother Karan Deol also left a birthday wish. H wrote, ""Happy Birthday My little Brother , My Lil piece of my heart.""

PromotedListen to the latest songs, only on JioSaavn.com
See what he posted:
A post shared by Karan Deol (@imkarandeol)
Rajveer Deol's romantic drama Dono hit the theatres on October 5 last year. The film marked the directorial debut of Sooraj Barjatya's son Avnish Barjatya and Paloma Dhillon.
Ahead of the release of his debut movie, Rajveer Deol, in his conversation with India Today, claimed that he isn't trying to be his dad (Sunny Deol), dada (Dharmendra), and chachas (Bobby Deol and Abhay Deol). He said, “The one thing that relaxed me was that I should not try to be my dad or my dada or chachas. Having an individual stamp on this industry takes its time, but I shouldn't be pressured by all the greats that have come from my family.”",2024-05-12 21:29:44.600480,NDTV
33,"Mother's Day 2024: Sanjay Dutt, Raveena Tandon, Soha Ali Khan Celebrate Motherhood",https://www.ndtv.com/entertainment/from-babil-khan-to-hema-malini-stars-who-shared-special-messages-for-their-mothers-5645440,2024-05-12,"Soha shared this image. (courtesy: SohaAliKhan)
Happy Mother's Day, everyone. It is celebrated on the second Sunday of May. On this day, we try our best to make our darling mummies feel extra special. Well, our Bollywood celebrities are no different. They have also dropped some priceless memories on social media to mark the day. Let's start with Babil Khan. The actor has reshared a video posted by his mother, Sutapa Sikdar. In the video, we can see some throwback moments of Babil and his brother Ayaan Khan. The text on the top of the video read, “Happy Mother's Day to me!!! I could not have asked for gentler boys.” Re-sharing the video on Instagram Stories, Babil lovingly tagged his mother and wrote, “You did not get gentle boys tho, you got pure chaos multiplied by three but you're a queen and you handle it with grace and dignity, I will always learn from you.”
In case you have not already watched, here is the video posted by Sutapa Sikdar.
A post shared by Sutapa Sikdar (@sikdarsutapa)
Babil Khan has also shared a set of pictures to wish his mother on the special day. Replying to the heartwarming note, Sutapa Sikdar said, “And we won't change because of anyone. I take this special day's advantage to promise me you won't ever change!! Be the man you are who has recognised the yin and yang and has a perfect balance of both. That you won't change to what is happening in the society, a slow poisoning to propagate a complete wrong definition how a ‘ MAN ‘should behave!!dress!! Speak!!”
A post shared by Babil (@babil.i.k)
Thank You For Coming star Bhumi Pednekar reposted a video shared by a fan page. It features several clips of Bhumi with her mother Sumitra Pednekar. “Happy Mothers Day Maa,” the star wrote.
Tiger Shroff has shared a black-and-white snapshot with his mother Ayesha Shroff. The side note read, “Happy mamas day mama.” The actor also attached some red hearts in the caption.
Mira Rajput's post truly exuded mother-daughter goals. She shared a picture of herself, her sisters Priya Rajput Tulshan and Noorjehan Rajput Wadhwani, and their mother Bela Rajput. The caption stated, “Happy Mother's Day Mumma and the mommies who take turns.”
Wait, there is more. Mira Rajput also posted a picture of her husband, Shahid Kapoor's mother, Neelima Azeem to celebrate her.
Sanjay Dutt uploaded a black and white image of his late mother, iconic actress Nargis Dutt. In his warm message, Sanjay wrote, “Wishing a Happy Mother's Day to the woman who taught me how to love unconditionally and live with kindness. Your spirit lives on in the love I carry in my heart, Mom. Thank you for everything, love you.”
A post shared by Sanjay Dutt (@duttsanjay)
Raveena Tandon shared a carousel of her pictures with her mother and mother-in-law on Instagram. The text accompanying the post read, “To the ladies who shaped my life ! Happy Mothers Day Moms! Love you'll!”
A post shared by Raveena Tandon (@officialraveenatandon)
Soha Ali Khan dropped pictures with her mother, legendary actress Sharmila Tagore, and her daughter Inaaya.
A post shared by Soha (@sakpataudi)
Veteran star Hema Malini posted throwback pictures with her mother Jaya Chakravarthy on X (formerly known as Twitter). Alongside the photos, she wrote, “‘A mother is she who can take the place of all others but whose place no one else can take.' It is Mother's Day today. We celebrate that universal phenomenon, a mother, and celebrate the role she plays in our lives. My special gratitude goes to my own mother who was my rock throughout my life and who shaped my destiny over the years. She continues to watch over me and guide me from above. Thank you dearest Amma.”
“A mother is she who can take the place of all others but whose place no one else can take.""It is Mother's Day today. We celebrate that universal phenomenon, a mother, and celebrate the role she plays in our lives. My special gratitude goes to my own mother who was my rock… pic.twitter.com/ENram49wbG
A very Happy Mother's Day to you all!

PromotedListen to the latest songs, only on JioSaavn.com",2024-05-12 21:29:44.600480,NDTV
34,"Shreyas Talpade On Resuming Work After Heart Attack: ""My Recovery Is Still In Progress""",https://www.ndtv.com/entertainment/my-recovery-still-in-progress-shreyas-talpade-on-resuming-work-after-heart-attack-5645264,2024-05-12,"Image was shared on Instagram. (Image courtesy: shreyastalpade27)
Actor Shreyas Talpade, who underwent an angioplasty after suffering a heart attack last year, says he will wait to take up films with action and high-intensity drama sequences till he recovers fully.
The Iqbal star was rushed to a Mumbai hospital after he collapsed at his residence on December 14, 2023. He was discharged after a week.
Talpade said he is taking things slow for the time being and awaiting the release of his latest film Kartam Bhugtam.

""There are certain limitations right now because my recovery is still in progress. My doctors have said 'Another six months and you should be as good as new'. So, I will wait.
""But till that time, there are some films that I am working on which probably do not have those kind of action sequences or high-intensity drama sequences which I might not be able to do immediately,"" Talpade told PTI in an interview here.
Kartam Bhugtam, directed by Soham P Shah, is a psychological thriller movie set to be released in theatres on May 17.
The actor will also be seen in Kangana Ranaut's Emergency in which he plays the role of former Prime Minister Atal Bihari Vajpayee, comedy film Welcome to the Jungle, and will reprise the voice role of Allu Arjun's iconic character Pushpa Raj in the Hindi dubbed version of ""Pushpa 2: The Rule"".
""The kind of work that I'm doing right now and the line-up that I have in the next few months is very interesting. It's a nice mixed bag... I'm just keeping my fingers crossed and praying,"" he added.
According to the 48-year-old actor, films are supposed to be a big-screen experience.
""Films should be released in theatres and then whatever happens, you just leave it up to the audience. I think they are the best judges. Once they are spending money and coming into theatres, they want their value for money.
""Every film has its destiny. After you have done your job, it's time for the audience to watch it and give their verdict... As an actor, if you think you have given them something new, interesting, original, they will lap it up. If not, you move on to the next film, next story."" Talpade also said he wanted his film ""Kaun Pravin Tambe?"", a 2022 biopic on the Indian cricketer Pravin Tambe, to also release in theatres. Backed by Fox Star Studios along with Friday Filmworks and Bootroom Sports Production, the film got a direct-to-digital release on Disney Hotstar.
""I remember when the edit was locked, Neeraj Pandey (producer) gave me a call and said he loved both me and the film. He said the only regret he'll have is that we won't be able to release it in theatres because it's already commissioned for an OTT platform. We felt bad because it deserved a theatrical release. Nevertheless, it reached out to many people and that is what we eventually want,"" he said.
Talpade, who gained recognition with comedy roles in multi-starrer film franchises like ""Golmaal"" and ""Houseful"", said he is happy to be getting opportunities to showcase his different facets as an actor.
""You are in this profession to explore different roles, different characters. When you are typecast, you feel a little frustrated. But then again, there comes a time when people look at you differently.
""There are certain films which break that mould and give you an opportunity to showcase something else. That is the opportunity. If you don't really strike gold with that, I think it's your loss,"" he added.
PromotedListen to the latest songs, only on JioSaavn.com
Vijay Raaz, Madhoo and Aksha Pardasany also round out the cast of ""Kartam Bhugtam"". The film, which will be released in Hindi, Tamil, Telugu, Kannada and Malayalam, is produced by Gandhar Films & Studio Pvt. Ltd. PTI COR RDS RDS
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2024-05-12 21:29:44.600480,NDTV
35,Cannes 2024: FTII's Maisam Ali On His Debut Film In Retreat As India's First-Ever ACID Entry,https://www.ndtv.com/entertainment/cannes-2024-ftiis-maisam-ali-on-his-debut-film-in-retreat-as-indias-first-ever-acid-entry-5645478,2024-05-12,"A still from In Retreat
Maisam Ali, who learnt the ropes at the Film and Television Institute of India (FTII), is going where no Indian director has gone before - to ACID Cannes, a section that has been showcasing and promoting independent cinema since the early 1990s.
The delicately crafted, steadfastly minimalistic In Retreat, Ali's fiction feature debut, is the first-ever title from the world's largest film-producing nation in the ACID Cannes selection. It is one of nine films in the section's 2024 programme.
""I was hopeful that someone or other in France will take a liking to my film,"" says Ali, who was born in Iran, where his physician-father worked for the public health service before returning to Ladakh when his son was eight years old. ""My short films have screened in small French festivals in the past.""

Nothing, of course, could have been better for Ali than a world premiere in Cannes, where his FTII batchmate Payal Kapadia's All We Imagine as Light has secured a slot in the main Competition, the first Indian film to do so in three decades.
In tone and texture, In Retreat represents an inimitable vision and an original voice. It is far removed from all those Ladakh films that we usually see. Struck by the stark natural splendour and cultural uniqueness of the place, they stop well short of capturing the region's true essence. Not so Ali's film.
In Retreat probes the ventricles of Ladakh's heart instead. ""I wasn't looking for pretty images,"" says Ali. ""I wanted to show the interiority of the places that I have personal memories of.""
ACID (Association for the Diffusion of Independent Cinema) is a collective of filmmakers that helps directors, French and international, find distribution in Europe. The 77th Cannes Film Festival runs from May 14 to 25.
In Retreat is an understated 75-minute drama about a man who returns to a mountain town that he left many years ago. It examines the notions of belonging and not belonging from the standpoint of an individual whose wanderings and absences have created a chasm between him and what was once home.
Has the unnamed In Retreat protagonist been drawn from personal memory? ""Yes,"" says Ali. Years ago, he adds, he heard snatches of the story of a similar person who came back after being away for a long time. ""He visited my father's clinic and reminisced about his grandfather's store in the old market where my family had a photography shop back then. The memory of this man stayed with me.""
It took the shape of a larger fictional story. Says Ali: ""I imagined the man walking around, running into people and making small talk."" The returnee in his film, who is late for the funeral of his brother, is reluctant to step back into the house. ""He keeps postponing his return because he feels that no purpose will be served by his arrival,"" adds the filmmaker.
Ali refers to the logline of In Retreat to throw some light on the man's psyche. It reads: ""a person (who) has returned home but decides to stay outside in the shadows of the night"".
""My relationship with home is always ambiguous,"" says Ali. ""Home is where you find comfort but home is also a place where your boundaries begin building up.""
He refers to a line that the protagonist speaks: from outside, the house looks nirdosh (innocent) and bhaavuk (sentimental) but inside the house there is no beginning of hope nor an end (na ummeed ki shuruat na khaatma).
""That is my relationship with home,"" says Ali. Who is family and who is not? That is indeed the question that In Retreat explores in ways so subtle and intricate that it raises more questions about one's moorings, pretty much in the manner that the goings and comings, and the delays and the dilly-dallying, of the central character do.
After spending the first years of his life in Iran, Ali was in school in Ladakh. I have been out since after Class 10. I graduated in Delhi (from an engineering college) and then lived in Pune and Mumbai. ""I don't have a home,"" he says. ""I am here and there.""
Ali says that his love for cinema arose from the discourse around realism in filmmaking. ""Can we really capture time? Something is here right now and is gone the very next instant. For a man with a movie camera, that poses an insurmountable challenge,"" he says.
Cinema's struggle to grasp the ephemerality of beings, experiences and moments is what attracts Ali to the medium. To the mention of Bela Tarr, he adds several more names - Bresson, Ozu, Tarkovsky, Kiarostami. ""These filmmakers inspire us to push the medium as far as we can,"" he says.
Ali's cinematic credo is amply reflected in the way he utilises lead actor Harish Khanna. ""My idea of an actor,"" he says, ""is that he is a person, a being. I do not like people acting (and thereby expressing) in front of a camera. I am more interested in what you are hiding.""
Concealment, he implies, is of greater value than revelation in the craft of acting and in the making of a film. ""You should get a sense of things by watching somebody in front of the camera,"" he says. In my brief to the actor, once I was sure of the character's being, pauses and rhythms, I spoke mostly about matters philosophical and thematic.""
Talking about the austere but striking sound design of In Retreat, Ali is dismissive of the wall-to-wall musical accompaniment that marks films and shows on streaming platforms.
""Every line of dialogue is underscored by music. The process of creating sound (as a distinct element of a film) is as good as over,"" he laments. ""For me, the detailing and texture that sound adds to a work is of utmost importance.""
Ali's alma mater, FTII, has a big presence in Cannes this year. Besides his and Kapadia's films, a student from the institute, Chidananda S. Naik, is competing for a prize in La Cinef, a section for entries from film schools, and FTII alumnus Santosh Sivan, one of India's finest cinematographers, is the recipient of the 2024 Pierre Angenieux tribute.
How important, to Ali's mind, is film school education? ""As children, many are told that their handwriting is bad. But it is your handwriting that defines you. That is one of the things that I learnt at FTII. My artistic journey began there because of my teachers and because of the atmosphere at the institute,"" he says.
PromotedListen to the latest songs, only on JioSaavn.com
If you are conceptually strong, rules and techniques are not as important as the fundamentals, asserts Ali. ""What rules do we need for making films? We all have memories and dreams. We know that language all across the world we all dream,"" he adds.",2024-05-12 21:29:44.600480,NDTV
